domain,url,platform,quality_score,has_products,product_count,ecom_signals,detected_payments,monthly_visits,source,tranco_rank,majestic_rank
www.thehydrojug.com,https://www.thehydrojug.com,shopify,80,True,0,5,,2116878,storeleads,,
www.aesop.com,https://www.aesop.com,shopify,80,True,0,5,,2111736,storeleads,,
us.davines.com,https://us.davines.com,shopify,80,True,0,5,,2097933,storeleads,,
www.parachutehome.com,https://www.parachutehome.com,shopify,80,True,0,5,,2096859,storeleads,,
www.puffco.com,https://www.puffco.com,shopify,80,True,0,5,,2093325,storeleads,,
www.alaninu.com,https://www.alaninu.com,shopify,80,True,0,5,,2092267,storeleads,,
www.baggu.com,https://www.baggu.com,shopify,80,True,0,5,,2091970,storeleads,,
www.greenworkstools.com,https://www.greenworkstools.com,shopify,80,True,0,5,,2086590,storeleads,,
www.evenflo.com,https://www.evenflo.com,shopify,80,True,0,5,,2078685,storeleads,,
www.allbirds.com,https://www.allbirds.com,shopify,80,True,0,5,,2075517,storeleads,,
sandjest.com,https://sandjest.com,shopify,80,True,0,5,,2068131,storeleads,,
www.psychobunny.com,https://www.psychobunny.com,shopify,80,True,0,5,,2060666,storeleads,,
www.ftd.com,https://www.ftd.com,shopify,80,True,0,5,,2044820,storeleads,,
www.hawaiianbarbecue.com,https://www.hawaiianbarbecue.com,shopify,80,True,0,5,,2032372,storeleads,,
www.soundcore.com,https://www.soundcore.com,shopify,80,True,0,5,,2020209,storeleads,,
shopakira.com,https://shopakira.com,shopify,80,True,0,5,,2011739,storeleads,,
www.brumate.com,https://www.brumate.com,shopify,80,True,0,5,,2010051,storeleads,,
loveamika.com,https://loveamika.com,shopify,80,True,0,5,,2007019,storeleads,,
eyemartexpress.com,https://eyemartexpress.com,shopify,80,True,0,5,,2005136,storeleads,,
www.fredericks.com,https://www.fredericks.com,shopify,80,True,0,5,,1978879,storeleads,,
www.puravidabracelets.com,https://www.puravidabracelets.com,shopify,80,True,0,5,,1977127,storeleads,,
ca.stanley1913.com,https://ca.stanley1913.com,shopify,80,True,0,5,,1964419,storeleads,,
www.baublebar.com,https://www.baublebar.com,shopify,80,True,0,5,,1960044,storeleads,,
www.drbronner.com,https://www.drbronner.com,shopify,80,True,0,5,,1947945,storeleads,,
www.dolcevita.com,https://www.dolcevita.com,shopify,80,True,0,5,,1947611,storeleads,,
www.eufy.com,https://www.eufy.com,shopify,80,True,0,5,,1940252,storeleads,,
costafarms.com,https://costafarms.com,shopify,80,True,0,5,,1939506,storeleads,,
www.alexandani.com,https://www.alexandani.com,shopify,80,True,0,5,,1933745,storeleads,,
www.butcherbox.com,https://www.butcherbox.com,shopify,80,True,0,5,,1929184,storeleads,,
hoover.com,https://hoover.com,shopify,80,True,0,5,,1921074,storeleads,,
www.muji.us,https://www.muji.us,shopify,80,True,0,5,,1918852,storeleads,,
jaxxon.com,https://jaxxon.com,shopify,80,True,0,5,,1909249,storeleads,,
www.lionbrand.com,https://www.lionbrand.com,shopify,80,True,0,5,,1905128,storeleads,,
azoproducts.com,https://azoproducts.com,shopify,80,True,0,5,,1897779,storeleads,,
www.astrthelabel.com,https://www.astrthelabel.com,shopify,80,True,0,5,,1890838,storeleads,,
betseyjohnson.com,https://betseyjohnson.com,shopify,80,True,0,5,,1889092,storeleads,,
gallerydept.com,https://gallerydept.com,shopify,80,True,0,5,,1880759,storeleads,,
lumedeodorant.com,https://lumedeodorant.com,shopify,80,True,0,5,,1872210,storeleads,,
www.setforset.com,https://www.setforset.com,shopify,80,True,0,5,,1857047,storeleads,,
thehalara.com,https://thehalara.com,shopify,80,True,0,5,,1852846,storeleads,,
www.thefryecompany.com,https://www.thefryecompany.com,shopify,80,True,0,5,,1846122,storeleads,,
www.goodamerican.com,https://www.goodamerican.com,shopify,80,True,0,5,,1845260,storeleads,,
drinklmnt.com,https://drinklmnt.com,shopify,80,True,0,5,,1836186,storeleads,,
www.eero.com,https://www.eero.com,shopify,80,True,0,5,,1835059,storeleads,,
olukai.com,https://olukai.com,shopify,80,True,0,5,,1823521,storeleads,,
www.dcshoes.com,https://www.dcshoes.com,shopify,80,True,0,5,,1811130,storeleads,,
tylerchildersmusic.com,https://tylerchildersmusic.com,shopify,80,True,0,5,,1807538,storeleads,,
www.oliviabottega.com,https://www.oliviabottega.com,shopify,80,True,0,5,,1800581,storeleads,,
www.sherrihill.com,https://www.sherrihill.com,shopify,80,True,0,5,,1793428,storeleads,,
theouai.com,https://theouai.com,shopify,80,True,0,5,,1793391,storeleads,,
www.midea.com,https://www.midea.com,shopify,80,True,0,5,,1792586,storeleads,,
bloomnu.com,https://bloomnu.com,shopify,80,True,0,5,,1781365,storeleads,,
www.bratz.com,https://www.bratz.com,shopify,80,True,0,5,,1775361,storeleads,,
liquiddeath.com,https://liquiddeath.com,shopify,80,True,0,5,,1768446,storeleads,,
www.kttape.com,https://www.kttape.com,shopify,80,True,0,5,,1764763,storeleads,,
paireyewear.com,https://paireyewear.com,shopify,80,True,0,5,,1758351,storeleads,,
www.lenox.com,https://www.lenox.com,shopify,80,True,0,5,,1755833,storeleads,,
us.checkout.gymshark.com,https://us.checkout.gymshark.com,shopify,80,True,0,5,,1754071,storeleads,,
www.trueclassictees.com,https://www.trueclassictees.com,shopify,80,True,0,5,,1749405,storeleads,,
www.stadiumgoods.com,https://www.stadiumgoods.com,shopify,80,True,0,5,,1746527,storeleads,,
denimtears.com,https://denimtears.com,shopify,80,True,0,5,,1743284,storeleads,,
www.kingofchristmas.com,https://www.kingofchristmas.com,shopify,80,True,0,5,,1741765,storeleads,,
www.drscholls.com,https://www.drscholls.com,shopify,80,True,0,5,,1733374,storeleads,,
www.honeylove.com,https://www.honeylove.com,shopify,80,True,0,5,,1718111,storeleads,,
www.brecks.com,https://www.brecks.com,shopify,80,True,0,5,,1717836,storeleads,,
www.thespicehouse.com,https://www.thespicehouse.com,shopify,80,True,0,5,,1715778,storeleads,,
www.fleshlight.com,https://www.fleshlight.com,shopify,80,True,0,5,,1711667,storeleads,,
www.pitviper.com,https://www.pitviper.com,shopify,80,True,0,5,,1699012,storeleads,,
www.gorjana.com,https://www.gorjana.com,shopify,80,True,0,5,,1696584,storeleads,,
shoecity.com,https://shoecity.com,shopify,80,True,0,5,,1695113,storeleads,,
thewoobles.com,https://thewoobles.com,shopify,80,True,0,5,,1690441,storeleads,,
verabradleyoutlet.com,https://verabradleyoutlet.com,shopify,80,True,0,5,,1681087,storeleads,,
www.reef.com,https://www.reef.com,shopify,80,True,0,5,,1680156,storeleads,,
langehair.com,https://langehair.com,shopify,80,True,0,5,,1678083,storeleads,,
www.chemicalguys.com,https://www.chemicalguys.com,shopify,80,True,0,5,,1676067,storeleads,,
www.missouriquiltco.com,https://www.missouriquiltco.com,shopify,80,True,0,5,,1672194,storeleads,,
www.spokesman.com,https://www.spokesman.com,shopify,80,True,0,5,,1669591,storeleads,,
www.grivetoutdoors.com,https://www.grivetoutdoors.com,shopify,80,True,0,5,,1663020,storeleads,,
olaplex.com,https://olaplex.com,shopify,80,True,0,5,,1653444,storeleads,,
ksubi.com,https://ksubi.com,shopify,80,True,0,5,,1649937,storeleads,,
basepaws.com,https://basepaws.com,shopify,80,True,0,5,,1649545,storeleads,,
safariland.com,https://safariland.com,shopify,80,True,0,5,,1648545,storeleads,,
www.pinkcherry.com,https://www.pinkcherry.com,shopify,80,True,0,5,,1647096,storeleads,,
hellstar.com,https://hellstar.com,shopify,80,True,0,5,,1643953,storeleads,,
www.pier1.com,https://www.pier1.com,shopify,80,True,0,5,,1643487,storeleads,,
www.chubbiesshorts.com,https://www.chubbiesshorts.com,shopify,80,True,0,5,,1639964,storeleads,,
edhardyoriginals.com,https://edhardyoriginals.com,shopify,80,True,0,5,,1637848,storeleads,,
www.judybluejeans.com,https://www.judybluejeans.com,shopify,80,True,0,5,,1635387,storeleads,,
youtooz.com,https://youtooz.com,shopify,80,True,0,5,,1629801,storeleads,,
www.magnoliabakery.com,https://www.magnoliabakery.com,shopify,80,True,0,5,,1627684,storeleads,,
www.pinkblushmaternity.com,https://www.pinkblushmaternity.com,shopify,80,True,0,5,,1619712,storeleads,,
www.jonesroadbeauty.com,https://www.jonesroadbeauty.com,shopify,80,True,0,5,,1619479,storeleads,,
www.singer.com,https://www.singer.com,shopify,80,True,0,5,,1614104,storeleads,,
gettrumpsneakers.com,https://gettrumpsneakers.com,shopify,80,True,0,5,,1613802,storeleads,,
www.bareminerals.com,https://www.bareminerals.com,shopify,80,True,0,5,,1612892,storeleads,,
www.patmcgrath.com,https://www.patmcgrath.com,shopify,80,True,0,5,,1611019,storeleads,,
chatbooks.com,https://chatbooks.com,shopify,80,True,0,5,,1604612,storeleads,,
clevelandmetroparks.com,https://clevelandmetroparks.com,shopify,80,True,0,5,,1602655,storeleads,,
brucebolt.us,https://brucebolt.us,shopify,80,True,0,5,,1600295,storeleads,,
us.oneill.com,https://us.oneill.com,shopify,80,True,0,5,,1594560,storeleads,,
www.hatch.co,https://www.hatch.co,shopify,80,True,0,5,,1588423,storeleads,,
arcade1up.com,https://arcade1up.com,shopify,80,True,0,5,,1585608,storeleads,,
www.step2.com,https://www.step2.com,shopify,80,True,0,5,,1579149,storeleads,,
www.kuiu.com,https://www.kuiu.com,shopify,80,True,0,5,,1565700,storeleads,,
www.woodcraft.com,https://www.woodcraft.com,shopify,80,True,0,5,,1564129,storeleads,,
www.wyndly.com,https://www.wyndly.com,shopify,80,True,0,5,,1563594,storeleads,,
www.loveshackfancy.com,https://www.loveshackfancy.com,shopify,80,True,0,5,,1562674,storeleads,,
www.psd.com,https://www.psd.com,shopify,80,True,0,5,,1558976,storeleads,,
www.manscaped.com,https://www.manscaped.com,shopify,80,True,0,5,,1558468,storeleads,,
www.bollandbranch.com,https://www.bollandbranch.com,shopify,80,True,0,5,,1557330,storeleads,,
www.kennethcole.com,https://www.kennethcole.com,shopify,80,True,0,5,,1555061,storeleads,,
beatboxbeverages.com,https://beatboxbeverages.com,shopify,80,True,0,5,,1550447,storeleads,,
frankiesbikinis.com,https://frankiesbikinis.com,shopify,80,True,0,5,,1545638,storeleads,,
pinklily.com,https://pinklily.com,shopify,80,True,0,5,,1542390,storeleads,,
perfumania.com,https://perfumania.com,shopify,80,True,0,5,,1532697,storeleads,,
www.portlandleathergoods.com,https://www.portlandleathergoods.com,shopify,80,True,0,5,,1526401,storeleads,,
www.hobobags.com,https://www.hobobags.com,shopify,80,True,0,5,,1524248,storeleads,,
www.petsafe.com,https://www.petsafe.com,shopify,80,True,0,5,,1521561,storeleads,,
