url,domain,platform,niche,country,source,verified_status,http_status,verified_ecommerce
https://cardoen.be,cardoen.be,unknown,automotive,,majestic_filtered,connection_error,0,
https://careerprakashan.com,careerprakashan.com,unknown,automotive,,majestic_filtered,connection_error,0,
https://carnegiedeli.com,carnegiedeli.com,shopify,automotive,,majestic_filtered,active,200,yes
https://catersource.com,catersource.com,unknown,pets,,majestic_filtered,connection_error,0,
https://churchofgod39.ru,churchofgod39.ru,unknown,general,,majestic_filtered,connection_error,0,
https://clarityresources.ca,clarityresources.ca,unknown,general,,majestic_filtered,active,200,
https://clearcasinoplus.com,clearcasinoplus.com,unknown,general,,majestic_filtered,active,200,
https://consolebazaarstack.com,consolebazaarstack.com,unknown,general,,majestic_filtered,connection_error,0,
https://contactcustomer-service.co,contactcustomer-service.co,unknown,general,,majestic_filtered,connection_error,0,
https://cookingmamacookoff.com,cookingmamacookoff.com,unknown,general,,majestic_filtered,connection_error,0,
https://corporatetravelsafety.com,corporatetravelsafety.com,unknown,general,,majestic_filtered,inactive,415,
https://curiodesign.ca,curiodesign.ca,unknown,general,,majestic_filtered,connection_error,0,
https://databridgemarketresearch.com,databridgemarketresearch.com,unknown,jewelry,,majestic_filtered,active,200,
https://dcbooks.com,dcbooks.com,unknown,books,,majestic_filtered,active,200,
https://decoxdesign.com,decoxdesign.com,unknown,general,,majestic_filtered,connection_error,0,
https://deepinfomedical.com,deepinfomedical.com,unknown,health,,majestic_filtered,connection_error,0,
https://delhieventmanagement.com,delhieventmanagement.com,unknown,jewelry,,majestic_filtered,inactive,415,
https://designyoutrust.com,designyoutrust.com,unknown,general,,majestic_filtered,active,200,
https://directel.com.hk,directel.com.hk,unknown,general,,majestic_filtered,active,200,yes
https://directory-2020.com,directory-2020.com,unknown,general,,majestic_filtered,connection_error,0,
https://drbhomes.com,drbhomes.com,unknown,home,,majestic_filtered,connection_error,0,
https://ecommercetemplates.com,ecommercetemplates.com,unknown,general,,majestic_filtered,active,200,yes
https://editionsartege.fr,editionsartege.fr,unknown,art,,majestic_filtered,active,200,yes
https://eggshopnyc.com,eggshopnyc.com,unknown,general,,majestic_filtered,active,200,yes
https://emp-shop.pl,emp-shop.pl,unknown,general,,majestic_filtered,timeout,0,
https://eschenbach-eyewear.com,eschenbach-eyewear.com,unknown,fashion,,majestic_filtered,connection_error,0,
https://fashionlatinstella.com,fashionlatinstella.com,unknown,fashion,,majestic_filtered,connection_error,0,
https://fcbarcelona.jp,fcbarcelona.jp,unknown,general,,majestic_filtered,connection_error,0,
https://fishhouserestaurante.com,fishhouserestaurante.com,unknown,pets,,majestic_filtered,connection_error,0,
https://fitnessplace.com,fitnessplace.com,unknown,fitness,,generated_pattern,active,200,yes
https://focussignal.de,focussignal.de,unknown,general,,majestic_filtered,active,200,
https://forplaycatalog.com,forplaycatalog.com,unknown,pets,,majestic_filtered,connection_error,0,
https://fotovibeparty.com,fotovibeparty.com,unknown,art,,majestic_filtered,connection_error,0,
https://free-stock-music.com,free-stock-music.com,unknown,general,,majestic_filtered,timeout,0,
https://gadgetmadness.com,gadgetmadness.com,unknown,electronics,,majestic_filtered,active,200,
https://game-mostbet-pl.com,game-mostbet-pl.com,unknown,kids,,majestic_filtered,active,200,
https://gameinstants.com,gameinstants.com,unknown,kids,,majestic_filtered,connection_error,0,
https://gameloop.com,gameloop.com,unknown,kids,,majestic_filtered,active,200,
https://gamerswithjobs.com,gamerswithjobs.com,unknown,kids,,majestic_filtered,active,200,
https://gamesbrief.com,gamesbrief.com,unknown,kids,,majestic_filtered,active,200,
https://geldwerttransport.de,geldwerttransport.de,unknown,sports,,majestic_filtered,connection_error,0,
https://genericvgrshop.com,genericvgrshop.com,unknown,general,,majestic_filtered,connection_error,0,
https://giftcardmallmygift.at,giftcardmallmygift.at,unknown,automotive,,majestic_filtered,connection_error,0,
https://giftcertificates.com,giftcertificates.com,unknown,pets,,majestic_filtered,active,200,
https://goldenroulettehub.com,goldenroulettehub.com,unknown,jewelry,,majestic_filtered,active,200,
https://golubkakitchen.com,golubkakitchen.com,unknown,home,,majestic_filtered,active,200,
https://greenbergresearch.com,greenbergresearch.com,unknown,general,,majestic_filtered,connection_error,0,
https://greenworkstools.com,greenworkstools.com,unknown,general,,majestic_filtered,connection_error,0,
https://group-sports-kaiyun.com,group-sports-kaiyun.com,unknown,sports,,majestic_filtered,connection_error,0,
https://gymn22.ru,gymn22.ru,unknown,sports,,majestic_filtered,active,200,
https://hampsteadluxuryapts.com,hampsteadluxuryapts.com,unknown,luxury,,majestic_filtered,connection_error,0,
https://hanaelectric.com,hanaelectric.com,unknown,general,,majestic_filtered,connection_error,0,
https://hecetalighthouse.com,hecetalighthouse.com,unknown,general,,majestic_filtered,active,200,
https://hobbyeasy.com,hobbyeasy.com,unknown,general,,majestic_filtered,active,200,yes
https://hobotraveler.com,hobotraveler.com,unknown,general,,majestic_filtered,active,200,
https://holidaywinecellar.com,holidaywinecellar.com,bigcommerce,wine,,majestic_filtered,active,200,yes
https://home-login-kaiyun.com,home-login-kaiyun.com,unknown,home,,majestic_filtered,connection_error,0,
https://home-sex-clips.com,home-sex-clips.com,unknown,home,,majestic_filtered,connection_error,0,
https://hommy.store,hommy.store,shopify,general,,majestic_filtered,active,200,yes
https://horse-canada.com,horse-canada.com,unknown,general,,majestic_filtered,connection_error,0,
https://hottools.com,hottools.com,unknown,general,,majestic_filtered,connection_error,0,
https://howdesignlive.com,howdesignlive.com,unknown,general,,majestic_filtered,active,200,
https://hvacseer.com,hvacseer.com,unknown,general,,majestic_filtered,active,200,
https://iptvfrance-fr.store,iptvfrance-fr.store,unknown,electronics,,majestic_filtered,active,200,
https://jesseshunting.com,jesseshunting.com,unknown,general,,majestic_filtered,connection_error,0,
https://jinda888.store,jinda888.store,unknown,general,,majestic_filtered,active,200,
https://justcreativedesign.com,justcreativedesign.com,unknown,general,,majestic_filtered,connection_error,0,
https://kevinsnaturalfoods.com,kevinsnaturalfoods.com,unknown,food,,majestic_filtered,connection_error,0,
https://kidzography.com,kidzography.com,unknown,kids,,majestic_filtered,active,200,
https://ky-vip-kaiyunesport.com,ky-vip-kaiyunesport.com,unknown,sports,,majestic_filtered,active,200,
https://lenscratch.com,lenscratch.com,unknown,general,,majestic_filtered,inactive,403,
https://lf-yabosports.com,lf-yabosports.com,unknown,sports,,majestic_filtered,timeout,0,
https://lyricamd.online,lyricamd.online,unknown,general,,majestic_filtered,active,200,
https://main-sport-ayxgame.com,main-sport-ayxgame.com,unknown,sports,,majestic_filtered,connection_error,0,
https://mallorcalivefestival.com,mallorcalivefestival.com,unknown,general,,majestic_filtered,connection_error,0,
https://marketing4ecommerce.mx,marketing4ecommerce.mx,unknown,general,,majestic_filtered,active,202,
https://martinmariettacenter.com,martinmariettacenter.com,unknown,art,,majestic_filtered,active,200,
https://medvetforpets.com,medvetforpets.com,unknown,pets,,majestic_filtered,connection_error,0,
https://megastart-slot.ru,megastart-slot.ru,unknown,art,,majestic_filtered,connection_error,0,
https://merchoid.com,merchoid.com,unknown,general,,majestic_filtered,connection_error,0,
https://minecraft.com,minecraft.com,unknown,art,,majestic_filtered,connection_error,0,
https://minecraftcup.com,minecraftcup.com,unknown,art,,majestic_filtered,connection_error,0,
https://movesports.co.kr,movesports.co.kr,unknown,sports,,majestic_filtered,connection_error,0,
https://muscatmediagroup.com,muscatmediagroup.com,unknown,pets,,majestic_filtered,active,200,
https://myarcadegaming.com,myarcadegaming.com,shopify,general,,majestic_filtered,active,200,yes
https://myassignment-services.com,myassignment-services.com,unknown,general,,majestic_filtered,connection_error,0,
https://naturalfoodseries.com,naturalfoodseries.com,unknown,food,,majestic_filtered,connection_error,0,
https://neff-home.com,neff-home.com,unknown,home,,majestic_filtered,active,200,yes
https://nextbettingmarket.com,nextbettingmarket.com,unknown,general,,majestic_filtered,active,200,yes
https://nflgamepass.com,nflgamepass.com,unknown,kids,,majestic_filtered,connection_error,0,
https://nomadskitchen.fr,nomadskitchen.fr,unknown,home,,majestic_filtered,connection_error,0,
https://notebookitalia.it,notebookitalia.it,unknown,books,,majestic_filtered,connection_error,0,
https://ogymogy.com,ogymogy.com,unknown,sports,,majestic_filtered,connection_error,0,
https://okumafishingusa.com,okumafishingusa.com,shopify,pets,,majestic_filtered,active,200,yes
https://onlinedivorce.com,onlinedivorce.com,unknown,general,,majestic_filtered,connection_error,0,
https://onlinemakeupacademy.com,onlinemakeupacademy.com,squarespace,beauty,,majestic_filtered,active,200,yes
https://originecbd.fr,originecbd.fr,prestashop,general,,majestic_filtered,active,200,yes
https://outsourceaccelerator.com,outsourceaccelerator.com,unknown,general,,majestic_filtered,active,200,
https://ovagames.com,ovagames.com,unknown,kids,,majestic_filtered,connection_error,0,
https://pallisermedicalclinic.com,pallisermedicalclinic.com,unknown,health,,majestic_filtered,connection_error,0,
https://partition-tool.com,partition-tool.com,unknown,art,,majestic_filtered,connection_error,0,
https://petercallesen.com,petercallesen.com,squarespace,pets,,majestic_filtered,active,200,yes
https://peterlife.ru,peterlife.ru,unknown,pets,,majestic_filtered,connection_error,0,
https://play-xingkonggames.com,play-xingkonggames.com,unknown,kids,,majestic_filtered,connection_error,0,
https://plumbingacmonroe.com,plumbingacmonroe.com,unknown,general,,majestic_filtered,active,200,
https://primegamblemarket.com,primegamblemarket.com,unknown,general,,majestic_filtered,active,200,
https://printkk.com,printkk.com,unknown,art,,majestic_filtered,connection_error,0,
https://protean-tinpan.com,protean-tinpan.com,unknown,general,,majestic_filtered,connection_error,0,
https://quanticate.com,quanticate.com,unknown,pets,,majestic_filtered,connection_error,0,
https://razer.com,razer.com,unknown,electronics,US,niche_list,connection_error,0,
https://rclgroup.com,rclgroup.com,unknown,general,,majestic_filtered,connection_error,0,
https://relocate868.com,relocate868.com,unknown,pets,,majestic_filtered,connection_error,0,
https://saintmarcellin-vercors-isere.fr,saintmarcellin-vercors-isere.fr,unknown,general,,majestic_filtered,active,200,
https://salesandmarketing.com,salesandmarketing.com,unknown,general,,majestic_filtered,connection_error,0,
https://sambastore.com,sambastore.com,unknown,general,,majestic_filtered,connection_error,0,
https://scattidigusto.it,scattidigusto.it,unknown,pets,,majestic_filtered,connection_error,0,
https://scriptsearch.com,scriptsearch.com,unknown,general,,majestic_filtered,connection_error,0,
https://sealeyteam.com,sealeyteam.com,unknown,general,,majestic_filtered,inactive,403,
https://sexpornocartoon.com,sexpornocartoon.com,unknown,automotive,,majestic_filtered,connection_error,0,
https://smallbusinesssaturday.com,smallbusinesssaturday.com,unknown,general,,majestic_filtered,connection_error,0,
https://smartmotorist.com,smartmotorist.com,unknown,automotive,,majestic_filtered,active,200,
https://sport-technology.ru,sport-technology.ru,unknown,electronics,,majestic_filtered,connection_error,0,
https://sportsmaximal.com,sportsmaximal.com,unknown,sports,,majestic_filtered,active,200,
https://spygadgets.com,spygadgets.com,unknown,electronics,,majestic_filtered,connection_error,0,
https://stacyfitness.ru,stacyfitness.ru,unknown,sports,,majestic_filtered,connection_error,0,
https://startingeleven.id,startingeleven.id,unknown,art,,majestic_filtered,inactive,415,
https://stellarclublounge.com,stellarclublounge.com,unknown,general,,majestic_filtered,active,200,
https://stepasidemedical.ie,stepasidemedical.ie,unknown,health,,majestic_filtered,connection_error,0,
https://streetsmarttransmission.com,streetsmarttransmission.com,unknown,art,,majestic_filtered,inactive,403,
https://surfshark.com,surfshark.com,unknown,general,,majestic_filtered,active,200,
https://sustainableseedco.com,sustainableseedco.com,unknown,garden,,majestic_filtered,timeout,0,
https://suzuki-motor.ru,suzuki-motor.ru,unknown,automotive,,majestic_filtered,active,200,yes
https://synthomer.com,synthomer.com,unknown,home,,majestic_filtered,connection_error,0,
https://team-aaa.com,team-aaa.com,unknown,general,,majestic_filtered,active,200,yes
https://teamexergy.com,teamexergy.com,unknown,general,,majestic_filtered,connection_error,0,
https://thehiddencameras.com,thehiddencameras.com,unknown,electronics,,majestic_filtered,active,200,
https://thewinepubsd.com,thewinepubsd.com,unknown,wine,,majestic_filtered,active,200,yes
https://topkitchen.com,topkitchen.com,woocommerce,kitchen,,generated_pattern,active,200,
https://towergarden.com,towergarden.com,unknown,garden,,majestic_filtered,connection_error,0,
https://trainingforclimbing.com,trainingforclimbing.com,unknown,general,,majestic_filtered,inactive,415,
https://travelrepublic.ie,travelrepublic.ie,unknown,general,,majestic_filtered,connection_error,0,
https://turnstyle.com,turnstyle.com,unknown,fashion,,majestic_filtered,connection_error,0,
https://uaetechnician.com,uaetechnician.com,unknown,electronics,,majestic_filtered,inactive,415,
https://ultimatecardspro.com,ultimatecardspro.com,unknown,automotive,,majestic_filtered,active,200,
https://units-kitchen.com,units-kitchen.com,unknown,home,,majestic_filtered,connection_error,0,
https://urbanarenamarket.com,urbanarenamarket.com,unknown,general,,majestic_filtered,connection_error,0,
https://usa33suchs.shop,usa33suchs.shop,unknown,general,,majestic_filtered,connection_error,0,
https://usa7underss.shop,usa7underss.shop,unknown,general,,majestic_filtered,connection_error,0,
https://utahstateaggies.com,utahstateaggies.com,unknown,general,,majestic_filtered,active,200,
https://utopiamanagement.com,utopiamanagement.com,unknown,jewelry,,majestic_filtered,active,200,
https://verdecora.es,verdecora.es,prestashop,home,,majestic_filtered,active,200,yes
https://vesiletunnecat.com,vesiletunnecat.com,unknown,pets,,majestic_filtered,timeout,0,
https://viagras.online,viagras.online,unknown,general,,majestic_filtered,active,200,
https://watchcartoononline.com,watchcartoononline.com,unknown,automotive,,majestic_filtered,active,200,yes
https://website66side.shop,website66side.shop,unknown,general,,majestic_filtered,connection_error,0,
https://westshoreprimarycare.com,westshoreprimarycare.com,unknown,automotive,,majestic_filtered,connection_error,0,
https://whitemountainshoes.com,whitemountainshoes.com,unknown,shoes,,majestic_filtered,connection_error,0,
https://wicktherapycandle.com,wicktherapycandle.com,unknown,general,,majestic_filtered,active,200,
https://widprinting.com,widprinting.com,unknown,art,,majestic_filtered,connection_error,0,
https://wineracksamerica.com,wineracksamerica.com,shopify,wine,,majestic_filtered,active,200,yes
https://winterwalkshop.shop,winterwalkshop.shop,unknown,general,,majestic_filtered,connection_error,0,
https://wlmqrc.com,wlmqrc.com,unknown,general,,majestic_filtered,connection_error,0,
https://wolferesearch.com,wolferesearch.com,unknown,general,,majestic_filtered,connection_error,0,
https://woodenshoetimberframes.ca,woodenshoetimberframes.ca,unknown,shoes,,majestic_filtered,connection_error,0,
https://wpdevart.com,wpdevart.com,unknown,art,,majestic_filtered,active,200,
https://xdgame.com,xdgame.com,unknown,kids,,majestic_filtered,active,200,
https://zee7chairs.shop,zee7chairs.shop,unknown,beauty,,majestic_filtered,connection_error,0,
https://zh-9games-web.com,zh-9games-web.com,unknown,kids,,majestic_filtered,connection_error,0,
https://zh-front-ayxgames.com,zh-front-ayxgames.com,unknown,kids,,majestic_filtered,connection_error,0,
https://zh-play-sinasports.com,zh-play-sinasports.com,unknown,sports,,majestic_filtered,connection_error,0,
https://zhiwangfood.com,zhiwangfood.com,unknown,food,,majestic_filtered,connection_error,0,
